b'id',b'key',b'value',b'type'
b'11795931',b'name_base',b'Independence',b'tiger'
b'11795931',b'name_type',b'Ct',b'tiger'
b'11795931',b'zip_right',b'44139',b'tiger'
b'11796066',b'name',b'East 137th Street',b'regular'
b'11796066',b'highway',b'residential',b'regular'
b'11796066',b'maxspeed',b'25 mph',b'regular'
b'11796066',b'cfcc',b'A41',b'tiger'
b'11796066',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11796066',b'reviewed',b'no',b'tiger'
b'11796066',b'zip_left',b'44125',b'tiger'
b'11796066',b'name_base',b'137th',b'tiger'
b'11796066',b'name_type',b'St',b'tiger'
b'11796066',b'zip_right',b'44125',b'tiger'
b'11796066',b'name_direction_prefix',b'E',b'tiger'
b'11796211',b'name',b'West 170th Street',b'regular'
b'11796211',b'highway',b'residential',b'regular'
b'11796211',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11796211',b'zip_left',b'44135',b'tiger'
b'11796211',b'name_base',b'170th',b'tiger'
b'11796211',b'name_type',b'St',b'tiger'
b'11796211',b'zip_right',b'44135',b'tiger'
b'11796211',b'name_direction_prefix',b'W',b'tiger'
b'11796364',b'name',b'North Granger Road',b'regular'
b'11796364',b'highway',b'residential',b'regular'
b'11796364',b'cfcc',b'A41',b'tiger'
b'11796364',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11796364',b'reviewed',b'no',b'tiger'
b'11796364',b'zip_left',b'44125',b'tiger'
b'11796364',b'name_base',b'Granger',b'tiger'
b'11796364',b'name_type',b'Rd',b'tiger'
b'11796364',b'zip_right',b'44125',b'tiger'
b'11796364',b'name_direction_prefix',b'N',b'tiger'
b'11796544',b'name',b'Chickadee Lane',b'regular'
b'11796544',b'highway',b'residential',b'regular'
b'11796544',b'cfcc',b'A41',b'tiger'
b'11796544',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11796544',b'reviewed',b'no',b'tiger'
b'11796544',b'zip_left',b'44124',b'tiger'
b'11796544',b'name_base',b'Chickadee',b'tiger'
b'11796544',b'name_type',b'Ln',b'tiger'
b'11796544',b'zip_right',b'44124',b'tiger'
b'11796717',b'name',b'Greencroft Road',b'regular'
b'11796717',b'highway',b'residential',b'regular'
b'11796717',b'cfcc',b'A41',b'tiger'
b'11796717',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11796717',b'reviewed',b'no',b'tiger'
b'11796717',b'zip_left',b'44146',b'tiger'
b'11796717',b'name_base',b'Greencroft',b'tiger'
b'11796717',b'name_type',b'Rd',b'tiger'
b'11796717',b'zip_right',b'44146',b'tiger'
b'11796847',b'name',b'Deborah Lane',b'regular'
b'11796847',b'highway',b'residential',b'regular'
b'11796847',b'cfcc',b'A41',b'tiger'
b'11796847',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11796847',b'reviewed',b'no',b'tiger'
b'11796847',b'zip_left',b'44146',b'tiger'
b'11796847',b'name_base',b'Deborah',b'tiger'
b'11796847',b'name_type',b'Ln',b'tiger'
b'11796847',b'zip_right',b'44146',b'tiger'
b'11796978',b'name',b'West 161st Street',b'regular'
b'11796978',b'highway',b'residential',b'regular'
b'11796978',b'cfcc',b'A41',b'tiger'
b'11796978',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11796978',b'reviewed',b'no',b'tiger'
b'11796978',b'zip_left',b'44142',b'tiger'
b'11796978',b'name_base',b'161st',b'tiger'
b'11796978',b'name_type',b'St',b'tiger'
b'11796978',b'zip_right',b'44142',b'tiger'
b'11796978',b'name_direction_prefix',b'W',b'tiger'
b'11797147',b'name',b'Trumbull Avenue',b'regular'
b'11797147',b'name_1',b'Trumbell Street',b'regular'
b'11797147',b'highway',b'unclassified',b'regular'
b'11797147',b'cfcc',b'A41',b'tiger'
b'11797147',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11797147',b'zip_left',b'44115',b'tiger'
b'11797147',b'name_base',b'Trumbull',b'tiger'
b'11797147',b'name_type',b'Ave',b'tiger'
b'11797147',b'zip_right',b'44115',b'tiger'
b'11797147',b'name_base_1',b'Trumbell',b'tiger'
b'11797147',b'name_type_1',b'St',b'tiger'
b'11797352',b'name',b'East 136th Street',b'regular'
b'11797352',b'highway',b'residential',b'regular'
b'11797352',b'cfcc',b'A41',b'tiger'
b'11797352',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11797352',b'zip_left',b'44105',b'tiger'
b'11797352',b'name_base',b'136th',b'tiger'
b'11797352',b'name_type',b'St',b'tiger'
b'11797352',b'zip_right',b'44105',b'tiger'
b'11797352',b'name_direction_prefix',b'E',b'tiger'
b'11797563',b'name',b'East 67th Street',b'regular'
b'11797563',b'highway',b'residential',b'regular'
b'11797563',b'cfcc',b'A41',b'tiger'
b'11797563',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11797563',b'reviewed',b'no',b'tiger'
b'11797563',b'zip_left',b'44103',b'tiger'
b'11797563',b'name_base',b'67th',b'tiger'
b'11797563',b'name_type',b'St',b'tiger'
b'11797563',b'zip_right',b'44103',b'tiger'
b'11797563',b'name_direction_prefix',b'E',b'tiger'
b'11797754',b'name',b'Grace Drive',b'regular'
b'11797754',b'highway',b'residential',b'regular'
b'11797754',b'maxspeed',b'25 mph',b'regular'
b'11797754',b'cfcc',b'A41',b'tiger'
b'11797754',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11797754',b'reviewed',b'no',b'tiger'
b'11797754',b'zip_left',b'44138',b'tiger'
b'11797754',b'name_base',b'Grace',b'tiger'
b'11797754',b'name_type',b'Dr',b'tiger'
b'11797754',b'zip_right',b'44138',b'tiger'
b'11797975',b'name',b'Rockwell Avenue',b'regular'
b'11797975',b'highway',b'unclassified',b'regular'
b'11797975',b'cfcc',b'A41',b'tiger'
b'11797975',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11797975',b'zip_left',b'44114',b'tiger'
b'11797975',b'name_base',b'Rockwell',b'tiger'
b'11797975',b'name_type',b'Ave',b'tiger'
b'11797975',b'zip_right',b'44114',b'tiger'
b'11798179',b'name',b'Kenyon Road',b'regular'
b'11798179',b'highway',b'residential',b'regular'
b'11798179',b'cfcc',b'A41',b'tiger'
b'11798179',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11798179',b'reviewed',b'no',b'tiger'
b'11798179',b'zip_left',b'44120',b'tiger'
b'11798179',b'name_base',b'Kenyon',b'tiger'
b'11798179',b'name_type',b'Rd',b'tiger'
b'11798179',b'zip_right',b'44120',b'tiger'
b'11798372',b'name',b'Lawn Avenue',b'regular'
b'11798372',b'highway',b'residential',b'regular'
b'11798372',b'cfcc',b'A41',b'tiger'
b'11798372',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11798372',b'zip_left',b'44102',b'tiger'
b'11798372',b'name_base',b'Lawn',b'tiger'
b'11798372',b'name_type',b'Ave',b'tiger'
b'11798372',b'zip_right',b'44102',b'tiger'
b'11798596',b'name',b'Homestead Road',b'regular'
b'11798596',b'highway',b'residential',b'regular'
b'11798596',b'cfcc',b'A41',b'tiger'
b'11798596',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11798596',b'reviewed',b'no',b'tiger'
b'11798596',b'zip_left',b'44121',b'tiger'
b'11798596',b'name_base',b'Homestead',b'tiger'
b'11798596',b'name_type',b'Rd',b'tiger'
b'11798596',b'zip_right',b'44121',b'tiger'
b'11798823',b'name',b'Ottawa Road',b'regular'
b'11798823',b'highway',b'residential',b'regular'
b'11798823',b'cfcc',b'A41',b'tiger'
b'11798823',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11798823',b'zip_left',b'44105',b'tiger'
b'11798823',b'name_base',b'Ottawa',b'tiger'
b'11798823',b'name_type',b'Rd',b'tiger'
b'11798823',b'zip_right',b'44105',b'tiger'
b'11799036',b'name',b'West 18th Street',b'regular'
b'11799036',b'highway',b'residential',b'regular'
b'11799036',b'cfcc',b'A41',b'tiger'
b'11799036',b'tlid',b'61110001:61110016:61110021',b'tiger'
b'11799036',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11799036',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'11799036',b'zip_left',b'44113',b'tiger'
b'11799036',b'name_base',b'18th',b'tiger'
b'11799036',b'name_type',b'St',b'tiger'
b'11799036',b'separated',b'no',b'tiger'
b'11799036',b'zip_right',b'44113',b'tiger'
b'11799036',b'upload_uuid',b'bulk_upload.pl-7aa11703-00aa-4ec2-a03e-74d2f1d64f77',b'tiger'
b'11799036',b'name_direction_prefix',b'W',b'tiger'
b'11799241',b'name',b'Andover Boulevard',b'regular'
b'11799241',b'name_1',b'Exeter Road',b'regular'
b'11799241',b'highway',b'residential',b'regular'
b'11799241',b'maxspeed',b'25 mph',b'regular'
b'11799241',b'cfcc',b'A41',b'tiger'
b'11799241',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11799241',b'reviewed',b'no',b'tiger'
b'11799241',b'zip_left',b'44125',b'tiger'
b'11799241',b'name_base',b'Andover',b'tiger'
b'11799241',b'name_type',b'Blvd',b'tiger'
b'11799241',b'zip_right',b'44125',b'tiger'
b'11799241',b'name_base_1',b'Exeter',b'tiger'
b'11799241',b'name_type_1',b'Rd',b'tiger'
b'11799524',b'name',b'Ivy Oval',b'regular'
b'11799524',b'highway',b'residential',b'regular'
b'11799524',b'cfcc',b'A41',b'tiger'
b'11799524',b'tlid',b'61132659',b'tiger'
b'11799524',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11799524',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'11799524',b'reviewed',b'yes',b'tiger'
b'11799524',b'zip_left',b'44133',b'tiger'
b'11799524',b'name_base',b'Ivy Oval',b'tiger'
b'11799524',b'separated',b'no',b'tiger'
b'11799524',b'zip_right',b'44133',b'tiger'
b'11799524',b'upload_uuid',b'bulk_upload.pl-7aa11703-00aa-4ec2-a03e-74d2f1d64f77',b'tiger'
b'11799725',b'name',b'Selkirk Road',b'regular'
b'11799725',b'highway',b'residential',b'regular'
b'11799725',b'cfcc',b'A41',b'tiger'
b'11799725',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11799725',b'reviewed',b'no',b'tiger'
b'11799725',b'zip_left',b'44122',b'tiger'
b'11799725',b'name_base',b'Selkirk',b'tiger'
b'11799725',b'name_type',b'Rd',b'tiger'
b'11799725',b'zip_right',b'44122',b'tiger'
b'11799929',b'name',b'West 68th Street',b'regular'
b'11799929',b'highway',b'unclassified',b'regular'
b'11799929',b'cfcc',b'A41',b'tiger'
b'11799929',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11799929',b'zip_left',b'44102',b'tiger'
b'11799929',b'name_base',b'68th',b'tiger'
b'11799929',b'name_type',b'St',b'tiger'
b'11799929',b'zip_right',b'44102',b'tiger'
b'11799929',b'name_direction_prefix',b'W',b'tiger'
b'11800168',b'name',b'West 194th Street',b'regular'
b'11800168',b'highway',b'residential',b'regular'
b'11800168',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11800168',b'name_base',b'194th',b'tiger'
b'11800168',b'name_type',b'St',b'tiger'
b'11800168',b'name_direction_prefix',b'W',b'tiger'
b'11800384',b'name',b'Zorn Lane',b'regular'
b'11800384',b'highway',b'residential',b'regular'
b'11800384',b'cfcc',b'A41',b'tiger'
b'11800384',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11800384',b'reviewed',b'no',b'tiger'
b'11800384',b'zip_left',b'44143',b'tiger'
b'11800384',b'name_base',b'Zorn',b'tiger'
b'11800384',b'name_type',b'Ln',b'tiger'
b'11800384',b'zip_right',b'44143',b'tiger'
b'11800745',b'railway',b'abandoned',b'regular'
b'11800745',b'cfcc',b'B11',b'tiger'
b'11800745',b'tlid',b'61102651:61102653',b'tiger'
b'11800745',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11800745',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'11800745',b'reviewed',b'no',b'tiger'
b'11800745',b'name_base',b'Csx Railroad',b'tiger'
b'11800745',b'name_base_1',b'Conrail Railroad',b'tiger'
b'11800745',b'upload_uuid',b'bulk_upload.pl-7aa11703-00aa-4ec2-a03e-74d2f1d64f77',b'tiger'
b'11800745',b'old_railway_operator',b'NYC',b'regular'
b'11800745',b'old_railway_operator',b'CCC&StL',b'note'
b'11800889',b'name',b'Castle Drive',b'regular'
b'11800889',b'highway',b'residential',b'regular'
b'11800889',b'cfcc',b'A41',b'tiger'
b'11800889',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11800889',b'reviewed',b'no',b'tiger'
b'11800889',b'zip_left',b'44133',b'tiger'
b'11800889',b'name_base',b'Castle',b'tiger'
b'11800889',b'name_type',b'Dr',b'tiger'
b'11800889',b'zip_right',b'44133',b'tiger'
b'11801066',b'name',b'West 211th Street',b'regular'
b'11801066',b'highway',b'residential',b'regular'
b'11801066',b'cfcc',b'A41',b'tiger'
b'11801066',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11801066',b'reviewed',b'no',b'tiger'
b'11801066',b'zip_left',b'44126',b'tiger'
b'11801066',b'name_base',b'211th',b'tiger'
b'11801066',b'name_type',b'St',b'tiger'
b'11801066',b'zip_right',b'44126',b'tiger'
b'11801066',b'name_direction_prefix',b'W',b'tiger'
b'11801249',b'name',b'Cowan Avenue',b'regular'
b'11801249',b'name_1',b'Cowan Street',b'regular'
b'11801249',b'highway',b'residential',b'regular'
b'11801249',b'cfcc',b'A41',b'tiger'
b'11801249',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11801249',b'zip_left',b'44127',b'tiger'
b'11801249',b'name_base',b'Cowan',b'tiger'
b'11801249',b'name_type',b'Ave',b'tiger'
b'11801249',b'zip_right',b'44127',b'tiger'
b'11801249',b'name_base_1',b'Cowan',b'tiger'
b'11801249',b'name_type_1',b'St',b'tiger'
b'11801447',b'name',b'Dorothy Drive',b'regular'
b'11801447',b'highway',b'residential',b'regular'
b'11801447',b'cfcc',b'A41',b'tiger'
b'11801447',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11801447',b'reviewed',b'no',b'tiger'
b'11801447',b'zip_left',b'44070',b'tiger'
b'11801447',b'name_base',b'Dorothy',b'tiger'
b'11801447',b'name_type',b'Dr',b'tiger'
b'11801447',b'zip_right',b'44070',b'tiger'
b'11801597',b'name',b'Justin Avenue',b'regular'
b'11801597',b'highway',b'residential',b'regular'
b'11801597',b'cfcc',b'A41',b'tiger'
b'11801597',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11801597',b'reviewed',b'no',b'tiger'
b'11801597',b'name_base',b'Justin',b'tiger'
b'11801597',b'name_type',b'Ave',b'tiger'
b'11801731',b'name',b'Greene Drive',b'regular'
b'11801731',b'highway',b'residential',b'regular'
b'11801731',b'cfcc',b'A41',b'tiger'
b'11801731',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11801731',b'reviewed',b'no',b'tiger'
b'11801731',b'zip_left',b'44142',b'tiger'
b'11801731',b'name_base',b'Greene',b'tiger'
b'11801731',b'name_type',b'Dr',b'tiger'
b'11801731',b'zip_right',b'44142',b'tiger'
b'11801921',b'name',b'East 38th Street',b'regular'
b'11801921',b'oneway',b'yes',b'regular'
b'11801921',b'highway',b'residential',b'regular'
b'11801921',b'cfcc',b'A41',b'tiger'
b'11801921',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11801921',b'zip_left',b'44115',b'tiger'
b'11801921',b'name_base',b'38th',b'tiger'
b'11801921',b'name_type',b'St',b'tiger'
b'11801921',b'zip_right',b'44115',b'tiger'
b'11801921',b'name_direction_prefix',b'E',b'tiger'
b'11802093',b'name',b'East 126th Street',b'regular'
b'11802093',b'highway',b'residential',b'regular'
b'11802093',b'cfcc',b'A41',b'tiger'
b'11802093',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11802093',b'zip_left',b'44120',b'tiger'
b'11802093',b'name_base',b'126th',b'tiger'
b'11802093',b'name_type',b'St',b'tiger'
b'11802093',b'zip_right',b'44120',b'tiger'
b'11802093',b'name_direction_prefix',b'E',b'tiger'
b'11802253',b'name',b'Northglen Drive',b'regular'
b'11802253',b'highway',b'residential',b'regular'
b'11802253',b'cfcc',b'A41',b'tiger'
b'11802253',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11802253',b'reviewed',b'no',b'tiger'
b'11802253',b'zip_left',b'44145',b'tiger'
b'11802253',b'name_base',b'Northglen',b'tiger'
b'11802253',b'name_type',b'Dr',b'tiger'
b'11802253',b'zip_right',b'44145',b'tiger'
b'11802404',b'name',b'Brunswick Road',b'regular'
b'11802404',b'highway',b'residential',b'regular'
b'11802404',b'cfcc',b'A41',b'tiger'
b'11802404',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11802404',b'reviewed',b'no',b'tiger'
b'11802404',b'name_base',b'Brunswick',b'tiger'
b'11802404',b'name_type',b'Rd',b'tiger'
b'11802550',b'name',b'Fuller Street',b'regular'
b'11802550',b'highway',b'residential',b'regular'
b'11802550',b'cfcc',b'A41',b'tiger'
b'11802550',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11802550',b'reviewed',b'no',b'tiger'
b'11802550',b'zip_left',b'44017',b'tiger'
b'11802550',b'name_base',b'Fuller',b'tiger'
b'11802550',b'name_type',b'St',b'tiger'
b'11802550',b'zip_right',b'44017',b'tiger'
b'11802689',b'highway',b'residential',b'regular'
b'11802689',b'name',b'Alcester Road',b'regular'
b'11802689',b'cfcc',b'A41',b'tiger'
b'11802689',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11802689',b'name_base',b'Alcester',b'tiger'
b'11802689',b'name_type',b'Rd',b'tiger'
b'11802689',b'reviewed',b'no',b'tiger'
b'11802689',b'zip_left',b'44124',b'tiger'
b'11802689',b'zip_right',b'44124',b'tiger'
b'11802852',b'name',b'Nottingham Drive',b'regular'
b'11802852',b'highway',b'residential',b'regular'
b'11802852',b'cfcc',b'A41',b'tiger'
b'11802852',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11802852',b'reviewed',b'no',b'tiger'
b'11802852',b'zip_left',b'44126',b'tiger'
b'11802852',b'name_base',b'Nottingham',b'tiger'
b'11802852',b'name_type',b'Dr',b'tiger'
b'11802852',b'zip_right',b'44126',b'tiger'
b'11803081',b'name',b'Hlavin Avenue',b'regular'
b'11803081',b'highway',b'residential',b'regular'
b'11803081',b'cfcc',b'A41',b'tiger'
b'11803081',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11803081',b'reviewed',b'no',b'tiger'
b'11803081',b'zip_left',b'44105',b'tiger'
b'11803081',b'name_base',b'Hlavin',b'tiger'
b'11803081',b'name_type',b'Ave',b'tiger'
b'11803081',b'zip_right',b'44105',b'tiger'
b'11803290',b'name',b'Patton Drive',b'regular'
b'11803290',b'highway',b'residential',b'regular'
b'11803290',b'cfcc',b'A41',b'tiger'
b'11803290',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11803290',b'reviewed',b'no',b'tiger'
b'11803290',b'name_base',b'Patton',b'tiger'
b'11803290',b'name_type',b'Dr',b'tiger'
b'11803524',b'name',b'Green Oak Drive',b'regular'
b'11803524',b'highway',b'residential',b'regular'
b'11803524',b'cfcc',b'A41',b'tiger'
b'11803524',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11803524',b'reviewed',b'no',b'tiger'
b'11803524',b'zip_left',b'44117',b'tiger'
b'11803524',b'name_base',b'Green Oak',b'tiger'
b'11803524',b'name_type',b'Dr',b'tiger'
b'11803524',b'zip_right',b'44117',b'tiger'
b'11803825',b'name',b'Ashley Drive',b'regular'
b'11803825',b'highway',b'residential',b'regular'
b'11803825',b'cfcc',b'A41',b'tiger'
b'11803825',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11803825',b'reviewed',b'no',b'tiger'
b'11803825',b'zip_left',b'44147',b'tiger'
b'11803825',b'name_base',b'Ashley',b'tiger'
b'11803825',b'name_type',b'Dr',b'tiger'
b'11803825',b'zip_right',b'44147',b'tiger'
b'11804069',b'name',b'West 45th Street',b'regular'
b'11804069',b'highway',b'residential',b'regular'
b'11804069',b'cfcc',b'A41',b'tiger'
b'11804069',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11804069',b'zip_left',b'44109',b'tiger'
b'11804069',b'name_base',b'45th',b'tiger'
b'11804069',b'name_type',b'St',b'tiger'
b'11804069',b'zip_right',b'44109',b'tiger'
b'11804069',b'name_direction_prefix',b'W',b'tiger'
b'11804311',b'name',b'Tudor Court',b'regular'
b'11804311',b'highway',b'residential',b'regular'
b'11804311',b'cfcc',b'A41',b'tiger'
b'11804311',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11804311',b'reviewed',b'no',b'tiger'
b'11804311',b'name_base',b'Tudor',b'tiger'
b'11804311',b'name_type',b'Ct',b'tiger'
b'11804636',b'name',b'Queens Court',b'regular'
b'11804636',b'highway',b'residential',b'regular'
b'11804636',b'cfcc',b'A41',b'tiger'
b'11804636',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11804636',b'reviewed',b'no',b'tiger'
b'11804636',b'zip_left',b'44145',b'tiger'
b'11804636',b'name_base',b'Queens',b'tiger'
b'11804636',b'name_type',b'Ct',b'tiger'
b'11804636',b'zip_right',b'44145',b'tiger'
b'11804909',b'name',b'Lucille Road',b'regular'
b'11804909',b'highway',b'residential',b'regular'
b'11804909',b'cfcc',b'A41',b'tiger'
b'11804909',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11804909',b'reviewed',b'no',b'tiger'
b'11804909',b'zip_left',b'44121',b'tiger'
b'11804909',b'name_base',b'Lucille',b'tiger'
b'11804909',b'name_type',b'Rd',b'tiger'
b'11804909',b'zip_right',b'44121',b'tiger'
b'11805199',b'highway',b'residential',b'regular'
b'11805199',b'name',b'Washington Avenue',b'regular'
b'11805199',b'cfcc',b'A41',b'tiger'
b'11805199',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11805199',b'name_base',b'Washington',b'tiger'
b'11805199',b'name_type',b'Ave',b'tiger'
b'11805199',b'reviewed',b'no',b'tiger'
b'11805199',b'zip_left',b'44137',b'tiger'
b'11805199',b'zip_right',b'44137',b'tiger'
b'11805457',b'name',b'Drakefield Avenue',b'regular'
b'11805457',b'highway',b'residential',b'regular'
b'11805457',b'cfcc',b'A41',b'tiger'
b'11805457',b'tlid',b'61132978:61132962',b'tiger'
